address,city,name,postalCode,province,websites
2801 Eldorado Pkwy,Frisco,Long John Silver's,75034,TX,
3971 Artesia Blvd,Torrance,Carl's Jr.,90504,CA,http://www.carlsjr.comhttp://carlsjr.com
8253 SW Wilsonville Rd,Wilsonville,Wendy's,97070,OR,http://www.wendys.com
951 16th St,Denver,Good Times Burgers & Frozen Custard,80202,CO,http://www.goodtimesburgers.com/http://goodtimesburgers.com
1408 Veterans Pkwy,Columbus,Taco Bell,31901,GA,http://www.tacobell.comhttps://locations.tacobell.com/ga/columbus/1408-veterans-parkway.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029096andutm_content=website
403 SW Frontage Rd,Winona,Taco Bell,38967,MS,http://www.tacobell.comhttp://tacobell.comhttp://pilotflyingj.com/view-location?id=785
7751 W Sample Rd,Pompano Beach,McDonald's,33065,FL,
8329 Skokie Blvd,Skokie,Taco Bell,60076,IL,http://www.tacobell.comhttps://locations.tacobell.com/il/skokie/8329-skokie-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=020536andutm_content=websitehttp://tacobell.com
13330 Telegraph Rd,Santa Fe Springs,McDonald's,90670,CA,http://mcdonalds.com
25341 Michigan Ave,Dearborn,McDonald's,48124,MI,http://mcdonalds.com
6205 Bardstown Rd,Louisville,Dairy Queen,40291,KY,http://dairyqueen.com
328 E Main St,Omro,Hardee's,54963,WI,http://www.hardees.comhttp://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJgZbo6OD-yB3cG26JquHlryMxo9xArv5ttRsisIBm422So_inLAbk0PLeQR4JUQoKkQ56p84HoQ5Y1P_RxQTSUDAguM9PyjBBKIwr9EHbAb1bs6JR4B-MLUPeUbs3guM1RyZqBahIOKSVITH6-WmQhtuWsolLfxuwRomXUmRXdQtat3mCPQZUv5inqEQZFdWlWedbxxG0wVpZJCLWTH8TZS7NxCav9IRLpvsE7B0w6Rmyl-j1RF6ny6hZCukfGpOqAhE_IM6HoQl6H51BPYdIvZV16Mt24j9vJcKoiaZb2jDehgpaBDO0ce8T6le7wRHguqCYXY_Rz67h0NQ8GB8wK0ogK9UQ-08Q&placement=listing_profile&cs_user=unknown&cs_session=f5216e1f453883034ecf7d4c6db3ac0c2c84ad75
1467 Gibson St,West Plains,Wendy's,65775,MO,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJhzFzl6xpR_u9bOxJJDyUwwmJrazgKfWrWy_0RA04MFabfMr0zW5MZcmBHOWBAOVK66KyFdIEkVdmJg-Zx6HyT1RmcMTNBRDGv05QduKdlxs8swtHPa8CkBXnIIdverpOE1MrOo6z8pJFo0IUohOcKAQY-_P3EUZ0bXJBqHPB-aeJYacp5r0X7v63rdPQFaglE9axasflgmWSTRTGaQXOmL9a90SwOWZnrnY1GoQTKB6R873_ZrsMxpx2947-cdGo0x2uvWaj-E2bcxolNOF1zHm1bQZMGFUZsoqotvdfs4UNUkAaMuhvAE7iY9FbBLkgxMNaImdF3scmkXCJaqAoOdOVo3St3a3I&placement=listing_profile&cs_user=unknown&cs_session=63472e931d424c8e9eb2d0c88fb2806b1339c13ahttp://www.wendys.com
2655 S 3rd St,Philadelphia,Dairy Queen,19148,PA,http://www.phillysoftpretzelfactory.com
1511 Goff Blvd SW,Albuquerque,Domino's Pizza,87105,NM,http://www.dominos.comhttp://dominos.com
1035 S Pendleton St,Easley,Subway,29642,SC,http://www.subway.com
301 State Route 10,Ledgewood,Wendy's,7852,NJ,http://www.wendys.com
1030 Clock Tower Dr,Springfield,Long John Silver's / A&W,62704,IL,http://www.ljsilvers.comhttp://ljsilvers.com
2311 SE 8th Ave,Portland,Aprisa Mexican Cuisine,97214,OR,http://www.aprisacuisine.comhttp://aprisacuisine.com
5000 B Old Hickory Blvd,Hermitage,Steak N Shake,37076,TN,http://www.steaknshake.comhttp://www.steaknshake.com/locations/23699-steak-n-shake-5000b-old-hickory-blvd-hermitage
4250 E Southport Rd,Indianapolis,KFC,46237,IN,http://kfc.com
9410 E Golf Links Rd,Tucson,Taco Bell,85730,AZ,http://www.tacobell.comhttps://locations.tacobell.com/az/tucson/9410-e--golf-links-rd-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=031720andutm_content=websitehttps://locations.tacobell.com/az/tucson/9410-e--golf-links-rd-.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=031720&utm_content=website
1515 W Beverly Blvd,Montebello,Pizza Hut,90640,CA,http://www.pizzahut.comhttp://www.pizzahut.com/
5 S Belt W,Belleville,Kfc - Kentucky Fried Chicken,62220,IL,http://kfc.com
545 Minot Ave,Auburn,Subway,4210,ME,http://www.subway.comhttp://subway.com
1692 1702 Snead Ave,Chesterton,Taco Bell,46304,IN,
727 E Memorial Blvd,Lakeland,Taco Bell,33801,FL,http://www.tacobell.comhttps://locations.tacobell.com/fl/lakeland/727-e--memorial-boulevard.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=G135049andutm_content=websitehttp://tacobell.com
901 971 W Davis St,Conroe,Mcdonalds,77301,TX,
102 Main St,Gorham,Burger King,4038,ME,http://www.bk.comhttps://locations.bk.com/me/gorham/102-main-st.htmlhttp://bk.com
3390 Coachman Rd,Saint Paul,Subway,55121,MN,http://www.subway.com
3450 W Tecumseh Rd,Norman,SONIC Drive In,73072,OK,https://locations.sonicdrivein.com/ok/norman/3450-west-tecumseh-road.htmlhttp://sonicdrivein.com
500 Hearon Cir,Spartanburg,McDonald's,29303,SC,http://mcdonalds.com
1008 8th St,Morgan City,Mcdonald's,70380,LA,
728 Upper Glen St,Glens Falls,KFC,12801,NY,http://www.kfc.comhttp://kfc.com
1939 W Jake Alexander Blvd,Salisbury,Bojangles' Famous Chicken 'n Biscuits,28147,NC,http://www.bojangles.comhttp://locations.bojangles.com/nc/salisbury/1939-w-jake-alexander-blvd.html
789 Main St,Waltham,McDonald's,2451,MA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://www.mcdonalds.com
12220 SE 82nd Ave,Happy Valley,Dairy Queen,97086,OR,http://www.dairyqueen.com
6410 Sawmill Rd,Columbus,Raising Cane's,43235,OH,
8873 N Chestnut Ave,Fresno,Carl's Jr.,93720,CA,http://www.carlsjr.com
13205 Whittier Blvd,Whittier,Domino's Pizza,90602,CA,http://www.dominos.com/http://dominos.com?utm_source=Yext&utm_medium=local&utm_campaign=Yext&utm_content=Website
358 River St,Hackensack,White Manna Hamburgers,7601,NJ,
714 Vann Dr,Jackson,Popeye's Chicken & Biscuits,38305,TN,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttdlmxVrWaPto3kJNAzTeavIwHKmS0nM0H0LrnE5HZT_mJt3UexM504-atO96ec3RIkDt9pIcU0ssrc8mcAVlgcmidmDgwA1wR9iTCsi3XGgGhEXlmQwQLFFjL3SP9OssQdoV3hls3P3Fr7ncOIDSpzxSCJHKWCpsyEXtjCmGt3qyEvrUyxXip1mXHqCLcKq-zo8v57eNNAcJKsObh8OUMD3ePpitkRmMXAoinq_1tS687iLB48Ily0qG2DVvQ0uSJ36QS4tpkXmhqBYxpa6aq1H9PqFj40p9YRrbEpVEeZvAW1j1tFD4yMWZH_1w4PfrLu_3qfhKDvsKySVNU5NP-VCLWMFnpVR8v&placement=listing_profile.b&cs_user=unknown&cs_session=ed00705e574413d0c612bb95b141dfae1025794b
24440 Alessandro Blvd,Moreno Valley,Food 4 Less,92553,CA,http://www.food4less.comhttp://food4less.com
10099 Highland Rd,Hartland,Arby's,48353,MI,http://www.arbys.comhttp://locations.arbys.com/us/mi/hartland/10099-highland-rd.html
800 E Dimond Blvd 025,Anchorage,Arby's,99515,AK,http://www.arbys.com
1496 E 2nd Saint Marketplace,Beaumont,El Pollo Loco,92223,CA,http://www.elpolloloco.com
10722 Whittier Blvd,Whittier,Taco Bell,90606,CA,http://www.tacobell.comhttp://tacobell.com/http://tacobell.com
1701 Knickerbocker Rd,San Angelo,Taco Bell,76904,TX,http://www.tacobell.comhttps://locations.tacobell.com/tx/san-angelo/1701-knickerbocker-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=032723andutm_content=website
2049 E State St,Hermitage,Burger King,16148,PA,http://www.bk.comhttp://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJP0y0uTl_-to1Rccabax19erOWAGQOZ2tWdRQ9DxsoWqhkqCci0eZaS3IN_YKHoyHuQGSvp5jYj7WNtw_bRrX0DO_vBBvOdKJR0SIHFxo0LCLY-mPe6yU5JLElxDYJsNTuAnuTK1nWxI9q7hJ9_RhrZ3PAuo-DrgeyEakOiq7MLI_NyGUHHfWSR4fyBoCRjzWgG5rxF_RV_i7D4u95ho_yGwcvRRjcaMHpsNioyMwnWgKCxr56-NF_R8zaYNamvr7v8d1hOYCKzVzPPX_B39I_SHASPeIf1u_Qc77oYfjsPFdcf_SZwMRqjFsI2cDv3rIPZ5FDxgzKPOAryhD5p8dtA&placement=listing_profile&cs_user=unknown&cs_session=2fc3bb25f8e661d73c42eccfc561578779c0e652
327 Ingleside Rd,Princeton,Burger King,24739,WV,http://www.bk.comhttps://locations.bk.com/wv/princeton/327-ingleside-rd.htmlhttp://bk.com
702 Mcfarland Blvd,Northport,Domino's Pizza,35476,FL,http://www.dominos.com
3220 Southdale Cir,Minneapolis,McDonald's,55435,MN,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
Aafes Fort Campbell,Fort Campbell,Burger King,42223,KY,http://bk.comhttp://www.bk.com
5730 W Amarillo Blvd,Amarillo,McDonald's,79106,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
7487 N Ida Ave,Portland,McDonald's,97203,OR,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2201 E State Road 60,Valrico,Taco Bell,33594,FL,http://www.tacobell.comhttps://locations.tacobell.com/fl/valrico/2201-state-road-60-e.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=024562andutm_content=website
151 N Ellington Pwky,Lewisburg,Arby's,37091,TN,http://locations.arbys.com/us/tn/lewisburg/151-north-ellington-pwky.html
2751 E Main St,Albert Lea,Wendy's,56007,MN,http://www.wendys.com
6523 San Pedro Ave,San Antonio,SONIC Drive In,78216,TX,https://locations.sonicdrivein.com/tx/san-antonio/6523-san-pedro-ave.htmlhttp://sonicdrivein.com
2014 N State Route 53,Fremont,McDonalds,43420,OH,http://mcdonalds.com
904 Riverside Blvd,Norfolk,Domino's Pizza,68701,NE,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmapshttp://www.dominos.com
7112 Liberty Rd,Gwynn Oak,KFC,21207,MD,http://kfc.comhttp://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ-YljJLsruzCnWQLCU9JnvvFVmD_ht9e_Ch24PgMRga9STA2_nPWUrNcvUZvYOdGhELKinlx7CwYdNfKpYTt45WvMuFwVAjtnkofE2HHTikZJe29mOA5Kn0ZQ72VLIJ1TKWulR2tk0QpwMVKtDO1FkCApG6Pzt7R2_Hp47B0V7BBPRbKDFdnbkQ1kJ8JOJS8TZMw0eCKDNzdTF5Xnm3dsSQRDVzpk5y5hL7q_3-YskW3pQI2MXpLEXl5yWhJTeyfY-05hpo7Z1FYZD0tNvUXtvLd_tNJqDrOABZdc4K3phbmQibe6bH1zCvw8UkJXEFTremtOP9Rq5xvjKa35GFiUpg&placement=listing_profile&cs_user=unknown&cs_session=4520e98c42a14fc389bb847b7df65507b9b79a1f
5419 Deale Churchton Rd,Churchton,Domino's Pizza,20733,MD,http://www.dominos.com
1212 Pinson St,Birmingham,Krystal,35217,AL,http://www.krystal.com/locations/alabama/tarrant-city-pinson-streethttp://www.krystal.com/locations/alabama/tarrant-city-pinson-street/
1775 Federal Blvd,Denver,Pizza Hut,80204,CO,http://www.pizzahut.comhttp://www.pizzahut.com/
4950 Highway 90A,Sugar Land,Taco Bell,77498,TX,https://locations.tacobell.com/tx/sugar-land/4950-highway-90a.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=C521019&utm_content=websitehttp://www.tacobell.comhttp://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJWfSegR2KTDI3uDLvvOjz1hKAPgU0F6Sm7E93LbRK-NaKakPedni2mY8ibYkSglplC0EKIpu1-CU8Mt1ayJojWQCnUZMtmNxy3yEt0Q_P5P_a1egbNpk2d9mTwqMA2LoaVDOhAQSEPtV2syEuH1E5Aw4AqmJhbUxC0-DV3mdul5TLohAE2C5nyn6AUB0Gnv89mEW6V1i72iGWsgIRXiuM3TC3dl3gfarAwDsxQM9hd7nsvBfAvDqNjCKWo58yhKYEYAAXry7jvxtOAcL1ZzwbrKZ4Mj2fmPsDDcGTzPCxCuFgsizJ3rblMwfshm83n13b2tK4-OiSj5nzvYC9tIXfIXPg3yzg7We7&placement=listing_profile&cs_user=unknown&cs_session=2c5a38d9cfe645e883d134bc2cde36ecfce66c8f
665 E Baseline Rd,Phoenix,Burger King,85042,AZ,http://www.bk.comhttp://www.burgerking.com/
3900 Las Vegas Blvd S,Las Vegas,McDonald's,89119,NV,http://mcdonalds.com/http://mcdonalds.com
Europlaza,Mormon Lake,Subway,86038,AZ,
13055 W Rancho Santa Fe Blvd,Avondale,McDonald's,85392,AZ,http://www.mcdonalds.comhttp://www.mcdonalds.com/http://mcdonalds.com
202 E Mitchell St,Marshall,KFC,65340,MO,http://www.kfc.comhttp://kfc.com
2723 N Manheim Rd,Franklin Park,Wendy's,60131,IL,http://wendys.com
2028 Rockaway Pkwy,Brooklyn,McDonald's,11236,NY,http://mcdonalds.comhttp://mcdonalds.com/http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
5555 Youngstown Warren Rd,Niles,Starbucks,44446,OH,http://www.starbucks.comhttp://starbucks.com
220 W Coliseum Blvd,Fort Wayne,Arby's,46805,IN,http://www.arbys.comhttps://locations.arbys.com/us/in/fort-wayne/220-w-coliseum-blvd.htmlhttp://locations.arbys.com/us/in/fort-wayne/220-w-coliseum-blvd.htmlhttp://arbys.com
411 Pioneer Ave,Woodland,Taco Bell,95776,CA,http://www.tacobell.comhttps://locations.tacobell.com/ca/woodland/411-pioneer-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=019527andutm_content=website
5153 N 9th Ave,Pensacola,Wendy's,32504,FL,http://www.wendys.com/http://wendys.com
97 Gateway Blvd,Rock Springs,Sonic Drive-In,82901,WY,https://locations.sonicdrivein.com/wy/rock-springs/97-gateway-boulevard.htmlhttp://sonicdrivein.comhttp://www.sonicdrivein.com
19621 Hesperian Blvd,Hayward,Five Guys,94541,CA,http://fiveguys.comhttp://gofiveguys.com/menu/hayward/
8045 Watt Ave,Antelope,Taco Bell,95843,CA,http://www.tacobell.comhttps://locations.tacobell.com/ca/antelope/8045-watt-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=028761&utm_content=websitehttps://locations.tacobell.com/ca/antelope/8045-watt-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028761andutm_content=website
1247 Demille Rd,Lapeer,Jimmy John's,48446,MI,http://www.jimmyjohns.comhttp://jimmyjohns.com
2455 S Archibald Ave,Ontario,McDonald's,91761,CA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
606 E Main St,Sun Prairie,McDonald's,53590,WI,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
6768 Lake Harbour Dr,Midlothian,Wendy's,23112,VA,http://www.wendys.comhttp://wendys.com
15500 Detroit Ave,Lakewood,Taco Bell,44107,OH,https://locations.tacobell.com/oh/lakewood/15500-detroit-avenue.htmlhttp://www.tacobell.com
7901 82nd St,Wolfforth,Sonic Drive-In,79382,TX,https://locations.sonicdrivein.com/tx/wolfforth/7901-82nd-street.htmlhttp://sonicdrivein.com
10666 Sapp Brothers Dr,Omaha,Blimpie,68138-3886,NE,http://www.blimpie.com/stores/10892
10058 Atlantic Blvd,Jacksonville,Krystal,32225,FL,http://t.co/3VQiWtMxPf
338 Ogden Ave,Downers Grove,Topper's Pizza,60515,IL,http://www.toppers.comhttp://toppers.com
579 Troy Schenectady Rd,Latham,McDonald's,12110,NY,http://mcdonalds.com
1585 Straight Path,Wyandanch,Mcdonald's,11798,NY,
2901 N Ashley St,Valdosta,Hardee's,31602,GA,http://www.hardees.comhttp://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ-oSJkoStPscO1YnHcntWWEvqnxQVCeTLvO_TdkWszUmcJgHLmFFI46Uja4Th1ppWC2ClTSshSQ-Eig8yAuJf7_f7AlBXqBgpopKcBNWRj2aUniC4MwHeZJ138dKqh-5Qmhk9MSZWANCcHvSfRiOxwYOxS_SthYa0r-6R1oeHQG4O9X_a1C-q5KE8Zu6p2peYYvVuHvjl7i3Qq9pn2hP2HjGi4kRqkYmiI4Uw0xqEliwJLwDsu8YrK8kK2Yj9hCQWG8rok2uaOJflZzeH3hOPMEIcDhqdzaSbWu5TmYT1qCHw7J2_DuPGWARRZo2Lj4-rtNf95-WOsXhSRSRqbyCwPZUN8JivcGYn&placement=listing_profile&cs_user=unknown&cs_session=0c22ef9b1c68f55d1b778392864172a6adaa1d07
5009 S Arizona Mills Cir,Tempe,El Pollo Loco,85282,AZ,http://elpolloloco.com/
5775 Logan St,Denver,Wendy's,80216,CO,http://www.wendys.comhttp://www.wendys.com/
2001 E Artesia Blvd,Long Beach,Jack in the Box,90805,CA,http://www.jackinthebox.comhttp://jackinthebox.com/
1919 N Main St,Pearland,McDonald's,77581,TX,
3440 S Kingshighway Blvd,Saint Louis,Taco Bell,63139,MO,http://www.tacobell.com
3167 N Milwaukee Ave,Chicago,Burger King,60618,IL,http://www.bk.com
1733 N 50th St,Tampa,KFC,33619,FL,http://www.kfc.comhttp://kfc.com
1102 Peoria St,Washington,Hardee's,61571,IL,http://www.hardees.com
143 E Foothill Blvd,Arcadia,McDonald's,91006,CA,http://mcdonalds.comhttp://mcdonalds.com/
1600 Coshocton Ave,Mount Vernon,Dq Grill & Chill,43050,OH,http://dairyqueen.com
902 S Green Bay Rd,Neenah,Hardee's,54956,WI,http://www.hardees.comhttp://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJCt9gsS1RPw6x8okjgoF_SPq0UQstEgM-Qk8aSwltaA-vl1U73Iqz5oOUCv-OqsZc6ReIHGgmW8Tku7mA0lEA-tI6h7PkaEHNrBWrZ0qELJrc6LmkiWqx7fp6V77bB24ZHScioT6hlwww4c7jD7lrpX3eGzeaN7871huK-01vyUA72sQZO94W2JyTr5437FoJgKGEa4iK47oguG5oVvbgI92ycBEL65F2ScCsvyenM2_GuiqLgW8coo9A7K7h-O_yRymRBQi52hKaemioMp-RDx3EutVtjh4NN85FtFuwwH-KtK4JJVgQrW0tbXNnthSNm3KuTRp846x4JGhiS0DzFgW4kxVI6LkZ&placement=listing_profile&cs_user=unknown&cs_session=bb115d24682150bd540d822c1d712bd6110b18ff
11825 Bellaire Blvd,Houston,McDonald's,77072,TX,http://mcdonalds.comhttp://mcdonalds.com/
610 W 29th St,San Angelo,McDonald's,76903,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
564 Newtown Rd,Virginia Beach,Burger King,23462,VA,http://www.bk.comhttps://locations.bk.com/va/virginia-beach/564-newtown-rd.htmlhttp://bk.com
71 Fairview Rd.,Stockbridge,McDonald's,30281,GA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2501 W Happy Valley Rd,Phoenix,Panda Express,85085,AZ,http://www.pandaexpress.com/https://pandaexpress.com
1125 Peachtree Industrial Blvd,Suwanee,McDonald's,30024,GA,http://mcdonalds.com
445 W Foothill Blvd,Glendora,Del Taco,91741,CA,http://deltaco.comhttp://deltaco.com/
7440 Firestone Blvd,Downey,McDonald's,90241,CA,
1400 E 53rd St,Chicago,Subway,60615,IL,http://subway.com/http://www.subway.com
1734 E Division St,Arlington,Jack in the Box,76011,TX,http://www.jackinthebox.com/locations/3738http://jackinthebox.com/locations/3738?utm_source=yext&utm_medium=listings&utm_campaign=yext
2386 Kiesel Ave,Ogden,Brixton's,84401,UT,http://brixtonsbakedpotato.com
37510 S Gratiot Ave,Clinton Township,Taco Bell,48036,MI,http://www.tacobell.comhttps://locations.tacobell.com/mi/clinton-township/37510-s-gratiot-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=024650&utm_content=website
5494 NW 86th St,Johnston,McDonald's,50131,IA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
6035 Plank Rd,Baton Rouge,Wendy's,70805,LA,http://wendys.com
1351 N 21st St.,Newark,McDonalds,43055,OH,http://mcdonalds.com
504 US Highway 93 S,Hamilton,Quiznos,59840,MT,http://restaurants.quiznos.com/mt/hamilton/lonepineconoco-59840http://www.quiznos.com
4714 S Expressway 83,Harlingen,Jack In The Box,78552,TX,https://www.jackinthebox.com/locationshttps://www.jackinthebox.com/locations/3948
1095 Industrial Pkwy,Saraland,McDonald's,36571,AL,http://www.mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
721 E San Ysidro Blvd,San Ysidro,Jack in the Box,92173,CA,http://www.jackinthebox.comhttp://www.jackinthebox.com/
630 Winkler Ave,Louisville,SONIC Drive In,40208,KY,http://sonicdrivein.comhttp://www.sonicdrivein.com
10637 Main St,Mantua,McDonald's,44255,OH,http://mcdonalds.com
33 Highway 441 N,Clayton,Dairy Queen,30525,GA,http://www.dairyqueen.com
1725 N Belt Line Rd,Irving,Wendy's,75061,TX,http://www.wendys.com
16550 FM 620,Round Rock,Dairy Queen - Round Rock,78681,TX,http://mayfielddq.com
5245 W Colonial Dr,Orlando,Popeyes Chicken & Biscuits,32808,FL,http://popeyes.com
900 Lafollette Ctr N,Floyds Knobs,Taco Bell,47119,IN,http://tacobell.com
3030 Harbor Blvd,Costa Mesa,Five Guys,92626,CA,http://fiveguys.com
7457 NY State Route 96,Victor,Taco Bell,14564,NY,http://www.tacobell.comhttp://tacobell.com
810 Canandaigua Rd,Geneva,Taco Bell,14456,NY,http://www.tacobell.comhttps://locations.tacobell.com/ny/geneva/810-canandaigua-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=G135421andutm_content=websitehttp://kfc.com
3309 Queen City Dr,Charlotte,Waffle House,28208,NC,https://locations.wafflehouse.com/nc-charlotte-449http://www.wafflehouse.com
4280 Hwy 49 N,Harrisburg,Hardee's / Red Burrito,28075-7526,NC,http://www.hardees.comhttp://hardees.com
7 Pershing Dr,Derby,KFC,6418,CT,http://www.kfc.com
2207 Highway 67 S,Pocahontas,Wendy's,72455,AR,http://www.wendys.comhttp://wendys.com
596 N Reilly Rd,Fayetteville,Domino's Pizza,28303,NC,http://www.dominos.com
3039 William St,Cape Girardeau,Taco Bell,63703,MO,https://locations.tacobell.com/mo/cape-girardeau/3039-williams.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028485andutm_content=websitehttp://tacobell.com
4411 San Mateo Blvd N E,Albuquerque,Firehouse Subs,87109,NM,http://firehousesubs.com
140 Main St,Westbrook,KFC,4092,ME,http://kfc.com
451 Hegenberger Rd,Oakland,Del Taco,94621,CA,http://www.deltaco.com
2 Jalan Sungai Burung 32/68 (seksyen 32),Orlando,Kfc,40460,KY,
11210 W Airport Blvd,Stafford,McDonald's,77477,TX,http://mcdonalds.com
2954 Dale Blvd,Woodbridge,Popeye's Chicken & Biscuits,22193,VA,http://www.popeyes.com
17005 Roscoe Blvd,Northridge,Peking Wok,91325,CA,
6370 Babcock Rd,San Antonio,Redbox,78240,TX,http://www.redbox.com/locations/texas/san-antonio/78240/7973
6900 Nw Expy,Oklahoma City,Five Guys,73132,OK,http://gofiveguys.com/menu/rockwell-nw-shopping-center/http://www.fiveguys.com
10537 E Washington St,Indianapolis,Panda,46229,IN,
1621 Cecil B Moore Ave,Philadelphia,Pop-A-Nugget,19121,PA,http://popanugget.com
19911 Frederick Rd,Germantown,Subway,20876,MD,
803 W Dixon Blvd,Shelby,Bojangles' Famous Chicken 'n Biscuits,28152,NC,https://locations.bojangles.com/nc/shelby/803-west-dixon-blvd.htmlhttp://locations.bojangles.com/nc/shelby/803-west-dixon-blvd.htmlhttp://www.bojangles.com
1634 W Glenoaks Blvd,Glendale,McDonald's,91201,CA,http://mcdonalds.com
801 N Congress Ave,Boynton Beach,Wendy's,33426,FL,http://wendys.com
